Paris_AN_JJ_inventaire_Gascogne.xml_Register;Paris_AN_JJ_inventaire_Gascogne.xml_Act_number;Paris_AN_JJ_inventaire_Gascogne.xml_Head;Paris_AN_JJ_inventaire_Gascogne.xml_Locus;Paris_AN_JJ_inventaire_Gascogne.xml_File
JJ198;545;1411;493vo-496;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;546;1412;496;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;547;1413;497-499;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;549;1414;500;Paris_AN_JJ_inventaire_Gascogne.xml
JJ198;554;1415;503;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;172;1416;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;210;1417;126v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;273;1418;158;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;280;1419;163v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;292;1420;174;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;293;1421;175;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;301;1422;178;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;302;1423;178v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;303;1424;179;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;311;1425;182v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;314;1426;185;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;333;1427;195v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;334;1428;196v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;339;1429;201v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;340;1429bis;203;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;341;1430;204v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;343;1431;206v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;350;1432;212v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;361;1433;222v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;387;1434;238v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;479;1435;301v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;490;1436;309;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;496;1437;315;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;517;1438;324v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;571;1439;359;Paris_AN_JJ_inventaire_Gascogne.xml
JJ199;529;1440;332;Paris_AN_JJ_inventaire_Gascogne.xml
JJ200;36;1441;23;Paris_AN_JJ_inventaire_Gascogne.xml
JJ200;73;1442;40v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ200;154;1443;82v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ201;34;1444;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ201;43;1445;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ201;50;1446;39;Paris_AN_JJ_inventaire_Gascogne.xml
JJ201;65;1447;50v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ201;89;1448;71v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ202;104;1449;62v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ202;80;1450;50;Paris_AN_JJ_inventaire_Gascogne.xml
JJ203;13;1451;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ203;29bis;1452;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ203;65;1453;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ203;69;1454;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ203;79;1455;48;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;24;1456;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;26;1457;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;35;1458;24;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;44;1459;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;48;1460;31v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;102;1461;61v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;116;1462;70v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;147;1463;90v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;165;1464;103;Paris_AN_JJ_inventaire_Gascogne.xml
JJ204;169;1465;105v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;19;1466;9v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;34;1467;1v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;51;1468;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;57;1469;28;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;86;1470;44;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;131;1471;68v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;161;1472;fol86;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;169;1473;91v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;173bis;1474;95v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;181;1475;99;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;195;1476;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;221;1477;122;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;267;1477bis;149;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;357;1478;199;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;363;1479;204;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;485;1480;286v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ205;493;1481;292;Paris_AN_JJ_inventaire_Gascogne.xml
JJ206;198;1482;45;Paris_AN_JJ_inventaire_Gascogne.xml
JJ206;680;1483;153;Paris_AN_JJ_inventaire_Gascogne.xml
JJ206;853;1484;186;Paris_AN_JJ_inventaire_Gascogne.xml
JJ206;998;1485;211v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;13;1486;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;28;1487;14v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ20;46;1488;22;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;66;1489;32v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;133;1490;65v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;146;1491;71v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;275;1492;153v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;289;1493;131;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;293;1494;134;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;318;1495;147;Paris_AN_JJ_inventaire_Gascogne.xml
JJ207;321;1496;148;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;21;1497;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;28;1498;16v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;46;1499;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;65;1500;36;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;91;1501;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;129;1502;75v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;134;1503;79;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;210;1504;126;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;219;1505;131;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;229;1505;131;Paris_AN_JJ_inventaire_Gascogne.xml
JJ208;223;1506;133;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;32;1507;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;66;1508;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;70;1509;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;42;1510;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;92;1511;54v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ210;96;1512;fol64;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;181;1513;101;Paris_AN_JJ_inventaire_Gascogne.xml
JJ210;216;1514;175;Paris_AN_JJ_inventaire_Gascogne.xml
JJ209;256;1515;198;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;87;1516;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;98;1517;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;103;1518;34;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;149;1519;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;269;1520;66v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;558;1521;126;Paris_AN_JJ_inventaire_Gascogne.xml
JJ211;750;1522;164;Paris_AN_JJ_inventaire_Gascogne.xml
JJ212;11;1523;6v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;23;1524;36v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;24;1525;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;54;1526;48;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;66;1527;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;75;1528;62;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;83;1529;91v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ213;88;1530;96;Paris_AN_JJ_inventaire_Gascogne.xml
JJ214;69;1531;40;Paris_AN_JJ_inventaire_Gascogne.xml
JJ214;72;1532;43v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ214;75;1533;44v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ215;36;1534;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ215;48;1535;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ215;71;1536;55;Paris_AN_JJ_inventaire_Gascogne.xml
JJ215;75;1537;57;Paris_AN_JJ_inventaire_Gascogne.xml
JJ215;111;1538;77;Paris_AN_JJ_inventaire_Gascogne.xml
JJ216;93;1539;75;Paris_AN_JJ_inventaire_Gascogne.xml
JJ216;106;1540;83;Paris_AN_JJ_inventaire_Gascogne.xml
JJ216;184;1541;135;Paris_AN_JJ_inventaire_Gascogne.xml
JJ216;209;1542;153v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;39;1543;19v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;41;1544;20;Paris_AN_JJ_inventaire_Gascogne.xml
JJ21742;;1545;20;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;44-45;1546;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;47;1547;21v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;50;1548;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;56;1549;fol27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;57;1550;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;68;1551;3539v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;75;1552;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;83;1553;48;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;85;1554;4953;Paris_AN_JJ_inventaire_Gascogne.xml
JJ215;106;1555;74v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;168;1556;98;Paris_AN_JJ_inventaire_Gascogne.xml
JJ217;199;1557;112;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;5;1558;2v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;21;1559;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;55;1560;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;93;1561;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;154;1562;90v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;181;1563;103v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;190;1564;107v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;195;1565;109;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;197;1566;110;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;227;1567;125;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;1;1568;1;Paris_AN_JJ_inventaire_Gascogne.xml
JJ218;67;1569;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;116;1570;73;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;117;1571;73v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;184;1572;108;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;195;1573;114;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;196;1574;116v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;197;1575;117v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;202;1575;124v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;203;1575;125v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;218;1576;132v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;236;1577;142v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ219;238;1578;143;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;21;1579;11v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;44;1580;23v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;52;1581;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;53;1582A;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;54;1582B;27v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;80;1583;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;94;1584;54v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;115;1585;65;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;124;1586;69v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;167;1587;94;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;194;1588;109;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;205;1589;113;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;227;1590;124v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;237;1591;132;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;245;1592;136;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;268;1593;149;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;330;1594;183;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;333;1595;186;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;337;1596;188v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;343;1597;193;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;354;1598;198;Paris_AN_JJ_inventaire_Gascogne.xml
JJ220;355;1599;198;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;1;1600;1;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;2;1601;2;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;9;1602;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;10;1603;8;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;40;1604;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;52;1605;39;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;85;1606;56;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;129;1607;81;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;137;1608;83v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;158;1609;91vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;190;1610;109;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;194;1611;111;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;195;1612;112;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;200;1613;116;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;232;1614;132v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;248;1615;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;310;1616;170v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;321;1617;175;Paris_AN_JJ_inventaire_Gascogne.xml
JJ221;323;1618;175v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;12;1619;3;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;34;1620;11;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;36;1621;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;47;1622;17;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;60;1623;21v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;70;1624;25v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;114;1625;41v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;123;1626;50;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;140;1627;57;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;144;1628;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;152;1629;62;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;170;1630;68;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;197;1631;78v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;262;1632;119;Paris_AN_JJ_inventaire_Gascogne.xml
JJ222;292;1633;134;Paris_AN_JJ_inventaire_Gascogne.xml
JJ223;23;1634;11v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;7;1635;6v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;22;1636;27v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;30;1637;36v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;31;1638;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;49;1639;66v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;114;1640;96vo-l02v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;116;1641;103;Paris_AN_JJ_inventaire_Gascogne.xml
JJ224;136;1642;119-120v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;55;1643;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;62;1644;14v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;91;1645;19;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;221;1646;47vu;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;333;1647;72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;968;1648;203v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;988;1649;207v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;1002;1650;210v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ225;1093;1651;228v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;8;1652;3;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;9;1653;3v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;20;1654;8;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;30;1655;13;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;95;1656;52;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;152;1657;90;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;163;1658;98v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;193;1659;116;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;212;1660;127v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;213;1661;128;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;223;1662;133v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;307;1663;175;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;310;1664;177v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;343;1664;201v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;314;1665;180;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;377;1666;221;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226A;473;1667;293v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226B;40;1668;8v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226B;72;1669;16;Paris_AN_JJ_inventaire_Gascogne.xml
JJ226B;722;1670;137v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;27;1671;12v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;30;1672;15;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;44;1673;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;104;1674;51v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;378;1675;194;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;397;1676;204v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;401;1677;205v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;471;1678;243v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;486;1679;251;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;50;1680;258;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;522;1681;269v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;524;1682;270v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ227;542;1683;279v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ229;53;1684;28;Paris_AN_JJ_inventaire_Gascogne.xml
JJ229;90;1685;41;Paris_AN_JJ_inventaire_Gascogne.xml
JJ229;92;1686;42v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ229;104;1687;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;44;1688;22;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;125;1689;65v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;130;1690;68;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;167;1691;85v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;176;1692;88v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;186;1692;93v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;179;1693;90;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;204;1694;97;Paris_AN_JJ_inventaire_Gascogne.xml
JJ230;237;1695;110;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;22;1696;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;44;1697;21v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;64;1698;37vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;140;1699;89;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;187;1700;142;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;261;1701;196;Paris_AN_JJ_inventaire_Gascogne.xml
JJ231;269;1702;200;Paris_AN_JJ_inventaire_Gascogne.xml
JJ232;25;1703;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ232;101;1704;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ232;107;1705;51v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ232;203;1706;108;Paris_AN_JJ_inventaire_Gascogne.xml
JJ233;65;1707;52v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ233;314;1708A;155v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ233;315;1708B;156;Paris_AN_JJ_inventaire_Gascogne.xml
JJ234;367;1709;202;Paris_AN_JJ_inventaire_Gascogne.xml
JJ235;143;1710;33;Paris_AN_JJ_inventaire_Gascogne.xml
JJ235;151;1711;35v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ235;163;1712;40;Paris_AN_JJ_inventaire_Gascogne.xml
JJ235;284;1713;89v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ235;331;1714;112v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ235;425;1715;149v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ236;78;1716;68v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ237;9;1717;2v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ237;190;1718;31v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ237;298;1719;58;Paris_AN_JJ_inventaire_Gascogne.xml
JJ237;312;1720;62;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;24;1721;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;62;1722;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;69;1723;18v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;70;1724;18v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;77;1725;21v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;97;1726;27v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;99;1727;28;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;108;1728;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;109;1729;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;188;1730;47v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ239;245;1731;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ240;167;1732;220v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ240;234;1733;298v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ241;110;1734;106;Paris_AN_JJ_inventaire_Gascogne.xml
JJ240;120;1735;138v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ240;192;1736;213;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;52;1737;4;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;54;1738;4v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;55;1739;4v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;58;1740;5vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;59;1741;6;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;61;1742;6v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;63;1743;7v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;64;1744;8;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;66;1745;10;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;67;1746;10v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;68;1747;11;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;69;1748;11v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;72;1749;12;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;74;1750;12v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;77;1751;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;79;1752;14v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;80;1753;14v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;81;1754;15;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;83;1755;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;84;1756;15v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;87;1757;16v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;91;1758;17v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;92;1759;17v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;94;1760;18;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;97;1761;19v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;98;1762;20;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;99;1763;20;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;100;1764;20;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;101;1765;20v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;103;1766;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;104;1767;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;106;1768;21v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;110;1769;22v;Paris_AN_JJ_inventaire_Gascogne.xml
