Guerin_tome1-tome12.xml_Register;Guerin_tome1-tome12.xml_Act_number;Guerin_tome1-tome12.xml_Head;Guerin_tome1-tome12.xml_Locus;Guerin_tome1-tome12.xml_File
JJ207;142;MDCCXXII;fol 70;Guerin_tome1-tome12.xml
JJ207;152;MDCCXXIII;fol 73 v°;Guerin_tome1-tome12.xml
JJ207;295;MDCCXXIV;fol 135;Guerin_tome1-tome12.xml
JJ207;185;MDCCXXV;fol 88;Guerin_tome1-tome12.xml
JJ207;204;MDCCXXVI;fol 95 v°;Guerin_tome1-tome12.xml
JJ209;229;MDCCXXVII;fol 125;Guerin_tome1-tome12.xml
JJ209;231;MDCCXXVIII;fol 126;Guerin_tome1-tome12.xml
JJ209;236;MDCCXXIX;fol 128;Guerin_tome1-tome12.xml
JJ208;224;MDCCXXX;fol 133 v°;Guerin_tome1-tome12.xml
JJ209;248;MDCCXXXI;fol 138;Guerin_tome1-tome12.xml
JJ210;44;MDCCXXXII;fol 26;Guerin_tome1-tome12.xml
JJ207;338;MDCCXXXIII;fol 157;Guerin_tome1-tome12.xml
JJ207;306;MDCCXXXIV;fol 141 v°;Guerin_tome1-tome12.xml
JJ210;53;MDCCXXXV;fol 30 v°;Guerin_tome1-tome12.xml
JJ210;61;MDCCXXXVI;fol 35;Guerin_tome1-tome12.xml
JJ207;296;MDCCXXXVII;fol 135 v°;Guerin_tome1-tome12.xml
JJ209;286;MDCCXXXVIII;fol 160 v°;Guerin_tome1-tome12.xml
JJ209;274;MDCCXXXIX;fol 153;Guerin_tome1-tome12.xml
JJ210;13;MDCCXL;fol 11;Guerin_tome1-tome12.xml
JJ209;285;MDCCXLI;fol 160;Guerin_tome1-tome12.xml
JJ210;6;MDCCXLII;fol 7;Guerin_tome1-tome12.xml
JJ210;8;MDCCXLIII;fol 7 v°;Guerin_tome1-tome12.xml
JJ211;1;MDCCXLIV;fol 1;Guerin_tome1-tome12.xml
