Paris_AN_JJ_inventaire_JJ37-50.xml_Register;Paris_AN_JJ_inventaire_JJ37-50.xml_Act_number;Paris_AN_JJ_inventaire_JJ37-50.xml_Head;Paris_AN_JJ_inventaire_JJ37-50.xml_Locus;Paris_AN_JJ_inventaire_JJ37-50.xml_File
JJ46;216ter;1496ter;121v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;217;1497;122r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;218;1498;122r-v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;219;1499;122v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;220;1500;122v-123;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;221;1501;123r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;222;1502;123v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;223;1503;123v-124v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;224;1504;124v-125;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;225;1505;125r-125v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;225bis;1506(cancellé);125v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;226;1507;125v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;227;1508;125v-127v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;228;1509;127v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;229;1510;127v-129;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;230;1511;129v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;231;1512;129v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;231bis;1512bis;129v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;232;1513;129v-130;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;233;1514;130r-131;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;234;1515;131r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;235;1516;131r-131v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;236;1517;131v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;237;1518;132r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;238;1519;132r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;239;1520;132v-133;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;240;1521;133r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;241;1522;133r-133v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;242;1523;133v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;243;1524;133v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;244;1525;133v-134;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;245;1526;134r-136;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;246;1527;136v-137;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;247;1528;138v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;1;1529;1r-2v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;2;1530;2v-3v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;3;1531;4r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;4;1532;4r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;5;1533;4v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;6;1534;4v-5;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;7;1535;5r-6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;8;1536;6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;9;1537;6v-7;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;10;1538;7r-7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;11;1539;7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;12;1540;7v-8;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;13;1541;8r-10;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;14;1542;10r-11;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;15;1543;11r-11v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;16;1544;11v-14v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;17;1545;14v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;18;1546;14v-15;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;19;1547;15r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;20;1548;15r-16;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;21;1549;16r-16v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;22;1550;16v-17;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;23;1551;17r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;24;1552;17r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;25;1553;17r-17v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;26;1554;17v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;27;1555;17v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;28;1556;17v-19;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;29;1557;19r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;30;1558;19r-19v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;31;1559;19v-20;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;32;1560;20r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;33;1561;20r-20v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;34;1562;20v-23;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;35;1563;23r-23v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;36;1564;23v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;37;1565;23v-24;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;38;1566;24r-26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;39;1567;26v-27;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;40;1568;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;41;1569;27r-27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;42;1570;27v-28;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;43;1571;28r-28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;44;1572;28v-29v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;45;1573;29v-30;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;46;1574;30r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;47;1575;30v-31;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;48;1576;31r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;49;1577;31r-31v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;50;1578;31v-32;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;51;1579;32r-32v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;52;1580;32v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;53;1581;32v-33;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;54;1582;33r-33v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;55;1583;34r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;56;1584;34r-35;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;57;1585;35r-38;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;58;1586;38v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;59;1587;38v-39v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;60;1588;40r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;61;1589;40v-42v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;62;1590;42v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;63;1591;42v-43;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;64;1592;43r-46;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;65;1593;46r-46v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;66;1594;46v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;67;1595;46v-47;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;68;1596;47r-47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;69;1597;47v-48;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;70;1598;48r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;71;1599;48r-48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;72;1600;48v-49;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;73;1601;49r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;74;1602;49r-49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;75;1603;49v-51;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;76;1604;51r-51v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;77;1605;51v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;78;1606;51v-52;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;79;1607;52r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;80;1608;52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;81;1609;52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;82;1610;52v-53;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;83;1611;53r-54;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;84;1612;54r-54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;85;1613;55r-56;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;86;1614;56r-57;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;87;1615;57v-58;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;88;1616;58r-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;89;1617;59r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;90;1618;59r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;91;1619;59r-59v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;92;1620;59v-60;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;93;1621;60r-60v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;94;1622;61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;95;1623;61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;96;1624;62r-64;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;97;1625;64r-64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;98;1626;64v-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;99;1627;66r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;100;1628;66r-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;101;1629;66v-67;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;102;1630;67r-67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;103;1631;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;104;1632;67v-68;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;105;1633;68r-68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;106;1634;68v-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;107;1635;69r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;108;1636;69r-70;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;109;1637;70v-71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;110;1638;71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;111;1639;71v-72;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;112;1640;72r-72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;113;1641;72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;114;1642;72v-75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;115;1643;75v-76;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;116;1644;76r-77;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;117;1645;77r-80;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;118;1646;80r-82;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;119;1647;82r-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;120;1648;82v-83;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;121;1649;83r-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;122;1650;84r-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;123;1651;85r-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;124;1652;86r-86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;125;1653;86v-87;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;126;1654;87r-87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;127;1655;87v-90;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;128;1656;90r-90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;129;1657;90v-91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;130;1658;92r-95;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;131;1659;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;132;1660;95r-95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;133;1661;95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;133bis;1662;96r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;134;1663;96r-96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;135;1664;96v-97v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;136;1665;98r-99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;137;1666;99v-102;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;138;1667;102r-103v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;139;1668;103v-105v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;140;1669;105v-107;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;141;1670;107r-107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;142;1671;108r-109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;143;1672;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;144;1673;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;145;1674;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;146;1675;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;147;1676;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;148;1677;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;149;1678;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;150;1679;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;151;1680;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;152;1681;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;153;1682;110r-110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;154;1683;110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;155;1684;110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;156;1685;110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;157;1686;110v-111;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;158;1687;111r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ47;159;1688;111r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;0;1689(cancellé);1r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;1;1690;2r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;2;1691;2r-2v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;2bis;1692(cancellé);2v-4;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;3;1693;4v-6;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;4;1694;6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;5;1695;6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;6;1696;7r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;7;1697;7r-7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;8;1698;7v-9v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;9;1699;9v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;10;1700;9v-10;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;11;1701;10r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;12;1702;10r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;13;1703;10r-10v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;14;1704;10v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;15;1705;10v-11;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;16;1706;11r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;17;1707;11v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;18;1708;11v-12v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;19;1709;12v-13;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;20;1710;13r-14;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;21;1711;14v-15;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;22;1712;15v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;23;1713;15v-16;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;24;1714;16r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;25;1715;16r-16v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;26;1716;16v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;27;1717;16bis-16bisv;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;28;1718;17r-18;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;29;1719;18v-21;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;30;1720;21r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;31;1721;21v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;32;1722;21v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;33;1723;21v-22;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;34;1724;22r-22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;35;1725;22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;36;1726;22v-23;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;37;1727;23r-24v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;38;1728;24v-25;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;39;1729;25r-26;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;40;1730;26r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;41;1731;26r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;42;1732;26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;43;1733;26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;43bis;1733bis;26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;44;1734;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;44bis;1734bis;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;45;1735;27r-27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;46;1736;27v-28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;47;1737;28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;48;1738;28v-30;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;49;1739;30r-31;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;50;1740;31r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;51;1741;31v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;52;1742;31v-32;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;53;1743;32r-33;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;54;1744;33r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;55;1745;33r-34;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;56;1746;34r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;57;1747;34r-34v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;58;1748;34v-36;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;59;1749;36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;59bis;1750(cancellé);36v-37;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;60;1751;37r-37v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;61;1752;37v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;62;1753;37v-38;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;63;1754;38v-39;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;64;1755;39r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;65;1756;39r-39v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;66;1757;39v-40v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;67;1758;40v-41;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;68;1759;41r-42;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;69;1760;42r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;70;1761;42r-43;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;71;1762;43r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;72;1763;43r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;73;1764;43v-44;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;74;1765;44r-44v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;75;1766;45r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;76;1767;45r-45v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;77;1768;45v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;77bis;1769(cancellé);46r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;78;1770;46v-47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;79;1771;47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;80;1772;48r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;81;1773;48r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;82;1774;48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;83;1775;48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;84;1776;48v-49;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;85;1777;49r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;86;1778;49r-49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;87;1779;49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;88;1780;50r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;89;1781;50r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;90;1782;50r-50v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;91;1783;50v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;92;1784;51r-52;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;93;1785;52v-53;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;94;1786;53r-53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;95;1787;53v-55;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;96;1788;55r-56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;97;1789;56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;98;1790;56v-57;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;99;1791;57r-57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;100;1792;58r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;100bis;1792bis;58r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;101;1793;58r-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;101bis;1794(cancellé);58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;101ter;1795(cancellé);58v-59;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;102;1796;59r-59v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;103;1797;59v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;104;1798;59v-60;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;105;1799;60r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;106;1800;60r-62v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;107;1801;63r-64v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;108;1802;64v-65;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;109;1803;65r-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;110;1804;65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;111;1805;65v-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;112;1806;66v-68;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;113;1807;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;114;1808;68v-69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;115;1809;69v71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;116;1810;71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;117;1811;71v-72;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;118;1812;72r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;119;1813;72r-72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;120;1814;72v-73;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;121;1815;73r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;122;1816;73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;123;1817;73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;124;1818;73v-76v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;125;1819;76v-77;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;126;1820;77r-78;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;127;1821;78r-79;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;128;1822;79r-79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;129;1823;79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;130;1824;79r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;131;1825;79v-80;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;131bis;1825bis;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;132;1826;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;133;1827;80v-81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;134;1828;81v-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;135;1829;82v-83;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ48;136;1830;83r;Paris_AN_JJ_inventaire_JJ37-50.xml
