Paris_AN_JJ_inventaire_JJ37-50.xml_Register;Paris_AN_JJ_inventaire_JJ37-50.xml_Act_number;Paris_AN_JJ_inventaire_JJ37-50.xml_Head;Paris_AN_JJ_inventaire_JJ37-50.xml_Locus;Paris_AN_JJ_inventaire_JJ37-50.xml_File
JJ42A;72bis;819bis;97v-98;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;73;820;98r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;74;821;98r-98v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;75;822;98v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;76;823;99r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;77;824;99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;78;825;99v-100;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;79;826;100r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;80;827;100r-100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;81;828;100v-101;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;82;829;101r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;83;830;101v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;84;831;101v-102;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;85;832;102r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;86;833;102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;87;834;102v-103;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;88;835;103r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;89;836;103r-103v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;90;837;103v-104;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;91;838;104r-104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;92;839;104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;93;840;104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;94;841;105r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;95;842;105r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;96;843;105r-105v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;97;844;105v-106;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;98;845;106r-106v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;99;846;106v-107;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;100;847;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;101;848;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;102;849;107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;103;850;107v-108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;104;851;108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;105;852;109r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;106;853;109r-109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;107;854;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;108;855;109v-111v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;109;856;111v-112;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;110;857;112v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;111;858;112v-113;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;112;859;113r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;113;860;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;114;861;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;115;862;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;116;863;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;117;864;114r-114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;118;865;114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;119;866;115r-115v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;120;867;115v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;121;868;115v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;122;869;116r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;123;870;116r-116v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;124;871;116v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;125;872;116v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;126;873;116v-117v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;127;874;117v-118;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;128;875;118r-118v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;129;876;118v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;130;877;119r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;131;878;119r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;132;879;119v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;133;880;119v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;134;881;119v-120;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;135;882;120r-120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;136;883;120v-121;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;137;884;121r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;137bis;885;121v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;138;886;122r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;139;887;122r-122v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;139bis;887bis;122v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;140;888;122v-124;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;141;889;124r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;142;890;124r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;143;891;124r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;144;892;124r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;145;893;124r-124v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ42A;146;894;124v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;0;894bis;3r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;0bis;894ter;3r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;0ter;894quater;4r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;1;895;4r-4v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;2;896;4v-5v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;3;897;5v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;4;898;6r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;5;899;6r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;6;900;6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;7;901;6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;8;902;7r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;9;903;7r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;10;904;7v-8;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;11;905;8r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;12;906;8r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;13;907;8v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;14;908;8v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;15;909(cancellé);8v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;16;910;9r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;17;911;9r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;18;912;9v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;19;913;9v-10;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;20;914;10r-12v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;21;915;12v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;22;916;13r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;23-24;917;13r-15v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;25;918;15v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;26;919;15v-16;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;27;920;16r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;28;921;16r-16v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;29;922;16v-17;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;30;923;17v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;31;924;17v-18v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;32;925;18v-19v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;33;926;19v-20;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;34;927;20r-20v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;35;928;21r-21v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;36;929;21v-22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;37;930;23r-24;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;38;931;24r-24v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;39;932;24v-25;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;40;933;25r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;40bis;933bis;25r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;41;934;25r-25v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;42;935;25v-26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;43;936;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;44;937;27r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;45;938;27r-27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;46;939;27v-28;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;47;940;28r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;48;941;28r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;49;942;28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;50;943;28v-29;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;51;944;29r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;52;945;29r-29v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;53;946;29v-30;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;54;947;30r-32;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;55;948;32r-34v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;56;949;34v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;57;950;34v-35;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;58;951;35r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;59;952;35r-35v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;60;953;35v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;61;954;36r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;62;955;36r-36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;63;956;36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;64;957;36v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;65;958;36v-37;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;66;959;37v-39v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;67;960;39v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;68;961;40r-41;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;69;962;41r-43;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;70;963;43r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;71;964;43v-45;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;72;965;45r-46;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;73;966;46v-47;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;74;967;47r-47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;75;968;47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;76;969;47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;77;970;47v-48;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;78;971;48r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;79;972;48r-48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;80;973;48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;81;974;48v-51v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;82;975;51v-53;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;83;976;53r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;84;977;53r-53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;85;978;53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;86;979;53v-54;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;87;980;54r-55;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;88;981;55r-56v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;89;982;56v-57;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;90;983;57r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;91;984;57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;92;985;57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;93;986;57v-58;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;94;987;58r-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;95;988;58v-61;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;96;989;61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;97;990;61r-63v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;99;991;63v-65;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;100;992;65r-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;101;993;66r-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;102;994;67r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;103;995;67r-67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;104;996;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;105;997;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;106;998;67v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;107;999;68r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;108;1000;68r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;109;1001;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;110;1002;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;111;1003;68v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;112;1004;69r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;113;1005;69r-70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;114;1006;70v-72;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;115;1007;72r-73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;116;1008;73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;117;1009;73v-75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;118;1010;75v-76;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;119;1011;76v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;120;1012;76v-77;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;121;1013;77r-77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;122;1014;77v-78;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;123;1015;78r-80;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;124;1016;80r-81;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;125;1017;81r-81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;126;1018;81v-82;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;127;1019;82r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;128;1020;82v-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;129;1021;84r-85;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;130;1022;85r-86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;131;1023;86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;132;1024;86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;133;1025;86v-87;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;134;1026;87r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;135;1027;87r-87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;136;1028;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;137;1029;87v-88;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;138;1030;88r-88v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;139;1031;88v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;140;1032;89r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;141;1033;89r-89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;142;1034;89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;143;1035;89v-90;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;144;1036;90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;145;1037;90v-91;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;146;1038;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;147;1039;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;148;1040;91r-93;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;149;1041;93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;150;1042;93v-94;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;151;1043;94r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;152;1044;94r-95v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;153;1045;95v-96;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;154;1046;96r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;155;1047;96r-96v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;156;1048;96v-97;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;157;1049;97r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;158;1050;97r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;159;1051;97r-97v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;160;1052;97v-98;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;161;1053;98r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;162;1054;98r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;163;1055;98v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;164;1056;98v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;165;1057;98v-99;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;166;1058;99r-100;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;167;1059;100r-100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;168;1060;100v-101;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;169;1061;101r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;170;1062;101r-102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;171;1063;102v-106v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;172;1064;106v-107;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;173;1065;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;174;1066;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;175;1067;107r-108;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;176;1068;108r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ44;177;1069;108r-108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;1;1070;1r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;2;1071;1r-2v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;3;1072;3r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;4;1073;3r-3v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;5;1074;3v-4v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;7;1075;4v-5v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;8;1076;5v-6;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;9;1077;6r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;10;1078;6r-6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;11;1079;7r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;12;1080;7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;13;1081;7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;13bis;1081bis;8r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;14;1082;8r-10;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;15;1083;10r-11;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;16;1084;11v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;17;1085;12r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;18;1086;12r-12v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;19;1087;12v-14;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;20;1088;14r-14v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;21;1089;14v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;22;1090;14v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;23;1091;14v-15;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;24;1092;15r-16;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;25;1093;16v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;26;1094;17r-18v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;27;1095;18v-19;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;28;1096;19v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;29;1097(cancellé);19v-20;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;30;1098;20r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;31;1099;20r-22;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;32;1100;22r-22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;33;1101;22v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;34;1102;22v-23;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;35;1103;23v-24v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;36;1104;24v-26;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;37;1105;26r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;38;1106;26r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;39;1107;26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;40;1108;26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;41;1109;26v-27;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;42;1110;27r-27v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;43-44;1111;28r-32;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;45;1112;32r-32v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;46;1113;32v-33;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;47;1114;33r-33v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;48;1115;33v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;49;1116;34r-36;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;50;1117;36r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;51;1118;36r-37;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;53;1119;37r-38v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;54;1120;39r-40v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;55;1121;40v-41v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;56;1122;41v-42;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;57;1123;42r-44;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;58;1124;44r-44v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;59;1125;44v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;60;1126;44v-45;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;61;1127;45r-48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;62;1128;48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;63;1129;48v-49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;64;1130;49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;65;1131;49v-50;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;66;1132;50r-50v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;77;1133;50v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;78;1134;50v-51;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;79;1135;51r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;80;1136;51r-53;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;81;1137;53r-55;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;82;1138;55r-55v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;83;1139;55v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;84;1140;55v-56;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;85;1141;56r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;86;1142;56v-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;87;1143;58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;88;1144;58v-60v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;89;1145;60v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;90;1146;61r-62;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;91;1147;62r-63;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;92;1148;63r-64;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;93;1149;64r-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;94;1150;65v-66;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;95;1151;66r-67;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;96;1152;67r-68;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;97;1153;68r-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;98;1154;69r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;99;1155;69r-69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;100;1156;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;101;1157;69v-70;Paris_AN_JJ_inventaire_JJ37-50.xml
